,Antelope Valley Ranch (AVR),Rivendell,waterYear,Rivendell_WY_Rain_mm,AVR_WY_Rain_mm,date
2016-08-30,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-08-30
2016-08-31,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-08-31
2016-09-01,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-01
2016-09-02,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-02
2016-09-03,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-03
2016-09-04,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-04
2016-09-05,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-05
2016-09-06,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-06
2016-09-07,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-07
2016-09-08,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-08
2016-09-09,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-09
2016-09-10,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-10
2016-09-11,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-11
2016-09-12,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-12
2016-09-13,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-13
2016-09-14,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-14
2016-09-15,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-15
2016-09-16,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-16
2016-09-17,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-17
2016-09-18,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-18
2016-09-19,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-19
2016-09-20,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-20
2016-09-21,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-21
2016-09-22,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-22
2016-09-23,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-23
2016-09-24,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-24
2016-09-25,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-25
2016-09-26,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-26
2016-09-27,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-27
2016-09-28,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-28
2016-09-29,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-29
2016-09-30,0.0,0.0,2016,2472.3059934348566,484.07300021871924,2016-09-30
2016-10-01,0.0,0.0,2017,0.0,0.0,2016-10-01
2016-10-02,0.0,11.64799976348877,2017,11.64799976348877,0.0,2016-10-02
2016-10-03,0.0,8.288999557495117,2017,19.936999320983887,0.0,2016-10-03
2016-10-04,0.0,7.921999931335449,2017,27.858999252319336,0.0,2016-10-04
2016-10-05,0.0,0.07400000095367432,2017,27.93299925327301,0.0,2016-10-05
2016-10-06,0.0,0.0,2017,27.93299925327301,0.0,2016-10-06
2016-10-07,0.0,0.0,2017,27.93299925327301,0.0,2016-10-07
2016-10-08,0.0,0.0,2017,27.93299925327301,0.0,2016-10-08
2016-10-09,0.0,0.0,2017,27.93299925327301,0.0,2016-10-09
2016-10-10,0.0,0.0,2017,27.93299925327301,0.0,2016-10-10
2016-10-11,0.0,0.0,2017,27.93299925327301,0.0,2016-10-11
2016-10-12,0.0,0.0,2017,27.93299925327301,0.0,2016-10-12
2016-10-13,0.0,0.0,2017,27.93299925327301,0.0,2016-10-13
2016-10-14,0.42399999499320984,101.18199920654297,2017,129.11499845981598,0.42399999499320984,2016-10-14
2016-10-15,3.5429999828338623,5.9019999504089355,2017,135.01699841022491,3.966999977827072,2016-10-15
2016-10-16,1.4539999961853027,59.715999603271484,2017,194.7329980134964,5.420999974012375,2016-10-16
2016-10-17,0.0,45.987998962402344,2017,240.72099697589874,5.420999974012375,2016-10-17
2016-10-18,0.0,9.340999603271484,2017,250.06199657917023,5.420999974012375,2016-10-18
2016-10-19,0.0,0.0,2017,250.06199657917023,5.420999974012375,2016-10-19
2016-10-20,0.0,0.0,2017,250.06199657917023,5.420999974012375,2016-10-20
2016-10-21,0.0,0.0,2017,250.06199657917023,5.420999974012375,2016-10-21
2016-10-22,0.0,0.0,2017,250.06199657917023,5.420999974012375,2016-10-22
2016-10-23,0.0,0.0,2017,250.06199657917023,5.420999974012375,2016-10-23
2016-10-24,0.0,0.46700000762939453,2017,250.52899658679962,5.420999974012375,2016-10-24
2016-10-25,8.84000015258789,58.31399917602539,2017,308.842995762825,14.261000126600266,2016-10-25
2016-10-26,2.4010000228881836,22.57900047302246,2017,331.4219962358475,16.66200014948845,2016-10-26
2016-10-27,0.8389999866485596,20.844999313354492,2017,352.26699554920197,17.50100013613701,2016-10-27
2016-10-28,7.754000186920166,31.714000701904297,2017,383.98099625110626,25.255000323057175,2016-10-28
2016-10-29,4.265999794006348,12.350000381469727,2017,396.330996632576,29.521000117063522,2016-10-29
2016-10-30,0.0,45.944000244140625,2017,442.2749968767166,29.521000117063522,2016-10-30
2016-10-31,1.9919999837875366,63.005001068115234,2017,505.27999794483185,31.51300010085106,2016-10-31
2016-11-01,9.39799976348877,33.4630012512207,2017,538.7429991960526,40.91099986433983,2016-11-01
2016-11-02,0.0,0.0,2017,538.7429991960526,40.91099986433983,2016-11-02
2016-11-03,0.0,0.0,2017,538.7429991960526,40.91099986433983,2016-11-03
2016-11-04,0.0,0.0,2017,538.7429991960526,40.91099986433983,2016-11-04
2016-11-05,0.0,0.0,2017,538.7429991960526,40.91099986433983,2016-11-05
2016-11-06,0.0,23.83799934387207,2017,562.5809985399246,40.91099986433983,2016-11-06
2016-11-07,0.0,0.0,2017,562.5809985399246,40.91099986433983,2016-11-07
2016-11-08,0.0,0.0,2017,562.5809985399246,40.91099986433983,2016-11-08
2016-11-09,0.0,0.0,2017,562.5809985399246,40.91099986433983,2016-11-09
2016-11-10,0.0,0.0,2017,562.5809985399246,40.91099986433983,2016-11-10
2016-11-11,0.0,0.0,2017,562.5809985399246,40.91099986433983,2016-11-11
2016-11-12,0.0,24.30500030517578,2017,586.8859988451004,40.91099986433983,2016-11-12
2016-11-13,0.0,0.0,2017,586.8859988451004,40.91099986433983,2016-11-13
2016-11-14,0.0,0.35499998927116394,2017,587.2409988343716,40.91099986433983,2016-11-14
2016-11-15,0.0,12.531000137329102,2017,599.7719989717007,40.91099986433983,2016-11-15
2016-11-16,0.0,1.9290000200271606,2017,601.7009989917278,40.91099986433983,2016-11-16
2016-11-17,0.0,1.3289999961853027,2017,603.0299989879131,40.91099986433983,2016-11-17
2016-11-18,0.0,0.0,2017,603.0299989879131,40.91099986433983,2016-11-18
2016-11-19,9.003000259399414,41.2140007019043,2017,644.2439996898174,49.91400012373924,2016-11-19
2016-11-20,17.23200035095215,39.323001861572266,2017,683.5670015513897,67.14600047469139,2016-11-20
2016-11-21,6.609000205993652,6.4120001792907715,2017,689.9790017306805,73.75500068068504,2016-11-21
2016-11-22,0.0,0.020999999716877937,2017,690.0000017303973,73.75500068068504,2016-11-22
2016-11-23,2.4070000648498535,32.01300048828125,2017,722.0130022186786,76.1620007455349,2016-11-23
2016-11-24,0.19599999487400055,0.5960000157356262,2017,722.6090022344142,76.3580007404089,2016-11-24
2016-11-25,0.0,16.783000946044922,2017,739.3920031804591,76.3580007404089,2016-11-25
2016-11-26,4.052999973297119,41.444000244140625,2017,780.8360034245998,80.41100071370602,2016-11-26
2016-11-27,7.23799991607666,33.827999114990234,2017,814.66400253959,87.64900062978268,2016-11-27
2016-11-28,3.6080000400543213,12.697999954223633,2017,827.3620024938136,91.257000669837,2016-11-28
2016-11-29,0.45399999618530273,0.8370000123977661,2017,828.1990025062114,91.7110006660223,2016-11-29
2016-11-30,0.0,2.3459999561309814,2017,830.5450024623424,91.7110006660223,2016-11-30
2016-12-01,0.0,0.0,2017,830.5450024623424,91.7110006660223,2016-12-01
2016-12-02,0.0,0.0,2017,830.5450024623424,91.7110006660223,2016-12-02
2016-12-03,0.0,0.0,2017,830.5450024623424,91.7110006660223,2016-12-03
2016-12-04,0.0,0.0,2017,830.5450024623424,91.7110006660223,2016-12-04
2016-12-05,0.0,0.7459999918937683,2017,831.2910024542361,91.7110006660223,2016-12-05
2016-12-06,0.0,0.5910000205039978,2017,831.8820024747401,91.7110006660223,2016-12-06
2016-12-07,0.0,0.8349999785423279,2017,832.7170024532825,91.7110006660223,2016-12-07
2016-12-08,10.357000350952148,53.41899871826172,2017,886.1360011715442,102.06800101697445,2016-12-08
2016-12-09,6.877999782562256,23.966999053955078,2017,910.1030002254993,108.9460007995367,2016-12-09
2016-12-10,15.201000213623047,106.41600036621094,2017,1016.5190005917102,124.14700101315975,2016-12-10
2016-12-11,3.4570000171661377,8.017999649047852,2017,1024.537000240758,127.60400103032589,2016-12-11
2016-12-12,0.0,0.0,2017,1024.537000240758,127.60400103032589,2016-12-12
2016-12-13,0.0,0.0,2017,1024.537000240758,127.60400103032589,2016-12-13
2016-12-14,3.4170000553131104,58.62300109863281,2017,1083.1600013393909,131.021001085639,2016-12-14
2016-12-15,6.926000118255615,122.7509994506836,2017,1205.9110007900745,137.94700120389462,2016-12-15
2016-12-16,26.100000381469727,23.365999221801758,2017,1229.2770000118762,164.04700158536434,2016-12-16
2016-12-17,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-17
2016-12-18,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-18
2016-12-19,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-19
2016-12-20,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-20
2016-12-21,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-21
2016-12-22,0.0,0.0,2017,1229.2770000118762,164.04700158536434,2016-12-22
2016-12-23,6.333000183105469,27.535999298095703,2017,1256.812999309972,170.3800017684698,2016-12-23
2016-12-24,7.695000171661377,16.100000381469727,2017,1272.9129996914417,178.0750019401312,2016-12-24
2016-12-25,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-25
2016-12-26,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-26
2016-12-27,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-27
2016-12-28,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-28
2016-12-29,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-29
2016-12-30,0.0,0.0,2017,1272.9129996914417,178.0750019401312,2016-12-30
2016-12-31,1.1399999856948853,0.0,2017,1272.9129996914417,179.21500192582607,2016-12-31
2017-01-01,0.675000011920929,0.0,2017,1272.9129996914417,179.890001937747,2017-01-01
2017-01-02,0.42800000309944153,7.75600004196167,2017,1280.6689997334033,180.31800194084644,2017-01-02
2017-01-03,1.5609999895095825,17.893999099731445,2017,1298.5629988331348,181.87900193035603,2017-01-03
2017-01-04,29.22599983215332,43.4109992980957,2017,1341.9739981312305,211.10500176250935,2017-01-04
2017-01-05,0.722000002861023,0.0,2017,1341.9739981312305,211.82700176537037,2017-01-05
2017-01-06,0.0,0.0,2017,1341.9739981312305,211.82700176537037,2017-01-06
2017-01-07,10.1850004196167,36.66299819946289,2017,1378.6369963306934,222.01200218498707,2017-01-07
2017-01-08,36.340999603271484,50.0359992980957,2017,1428.672995628789,258.35300178825855,2017-01-08
2017-01-09,31.687999725341797,84.20800018310547,2017,1512.8809958118945,290.04100151360035,2017-01-09
2017-01-10,9.689000129699707,85.322998046875,2017,1598.2039938587695,299.73000164330006,2017-01-10
2017-01-11,27.378999710083008,132.843994140625,2017,1731.0479879993945,327.10900135338306,2017-01-11
2017-01-12,4.76200008392334,13.553000450134277,2017,1744.6009884495288,331.8710014373064,2017-01-12
2017-01-13,4.057000160217285,0.0,2017,1744.6009884495288,335.9280015975237,2017-01-13
2017-01-14,0.0,0.0,2017,1744.6009884495288,335.9280015975237,2017-01-14
2017-01-15,0.0,0.0,2017,1744.6009884495288,335.9280015975237,2017-01-15
2017-01-16,0.0,0.0,2017,1744.6009884495288,335.9280015975237,2017-01-16
2017-01-17,0.0,0.0,2017,1744.6009884495288,335.9280015975237,2017-01-17
2017-01-18,2.193000078201294,14.265999794006348,2017,1758.8669882435352,338.121001675725,2017-01-18
2017-01-19,34.9640007019043,101.46900177001953,2017,1860.3359900135547,373.0850023776293,2017-01-19
2017-01-20,18.25200080871582,58.722999572753906,2017,1919.0589895863086,391.3370031863451,2017-01-20
2017-01-21,9.649999618530273,55.64699935913086,2017,1974.7059889454395,400.9870028048754,2017-01-21
2017-01-22,23.844999313354492,41.854000091552734,2017,2016.5599890369922,424.83200211822987,2017-01-22
2017-01-23,2.809000015258789,25.280000686645508,2017,2041.8399897236377,427.64100213348866,2017-01-23
2017-01-24,0.9449999928474426,7.964000225067139,2017,2049.803989948705,428.5860021263361,2017-01-24
2017-01-25,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-25
2017-01-26,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-26
2017-01-27,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-27
2017-01-28,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-28
2017-01-29,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-29
2017-01-30,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-30
2017-01-31,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-01-31
2017-02-01,0.0,0.0,2017,2049.803989948705,428.5860021263361,2017-02-01
2017-02-02,7.552000045776367,16.548999786376953,2017,2066.352989735082,436.13800217211246,2017-02-02
2017-02-03,18.736000061035156,54.290000915527344,2017,2120.642990650609,454.8740022331476,2017-02-03
2017-02-04,5.443999767303467,85.96199798583984,2017,2206.604988636449,460.3180020004511,2017-02-04
2017-02-05,0.7360000014305115,17.159000396728516,2017,2223.7639890331775,461.0540020018816,2017-02-05
2017-02-06,10.303000450134277,71.46399688720703,2017,2295.2279859203845,471.3570024520159,2017-02-06
2017-02-07,27.27400016784668,140.97500610351562,2017,2436.2029920239,498.63100261986256,2017-02-07
2017-02-08,6.432000160217285,22.12700080871582,2017,2458.329992832616,505.06300278007984,2017-02-08
2017-02-09,8.5649995803833,112.65899658203125,2017,2570.988989414647,513.6280023604631,2017-02-09
2017-02-10,20.636999130249023,74.66600036621094,2017,2645.654989780858,534.2650014907122,2017-02-10
2017-02-11,0.3499999940395355,4.724999904632568,2017,2650.3799896854907,534.6150014847517,2017-02-11
2017-02-12,0.0,0.0,2017,2650.3799896854907,534.6150014847517,2017-02-12
2017-02-13,0.0,0.0,2017,2650.3799896854907,534.6150014847517,2017-02-13
2017-02-14,0.0,0.0,2017,2650.3799896854907,534.6150014847517,2017-02-14
2017-02-15,0.0,0.0,2017,2650.3799896854907,534.6150014847517,2017-02-15
2017-02-16,7.329999923706055,93.97200012207031,2017,2744.351989807561,541.9450014084578,2017-02-16
2017-02-17,4.96999979019165,8.361000061035156,2017,2752.712989868596,546.9150011986494,2017-02-17
2017-02-18,60.11600112915039,30.07200050354004,2017,2782.7849903721362,607.0310023277998,2017-02-18
2017-02-19,3.680999994277954,15.706000328063965,2017,2798.4909907002,610.7120023220778,2017-02-19
2017-02-20,13.329000473022461,59.840999603271484,2017,2858.3319903034717,624.0410027951002,2017-02-20
2017-02-21,24.87700080871582,102.46399688720703,2017,2960.7959871906787,648.918003603816,2017-02-21
2017-02-22,1.7020000219345093,11.390000343322754,2017,2972.1859875340015,650.6200036257505,2017-02-22
2017-02-23,1.13100004196167,5.519000053405762,2017,2977.7049875874072,651.7510036677122,2017-02-23
2017-02-24,0.0,0.0,2017,2977.7049875874072,651.7510036677122,2017-02-24
2017-02-25,0.0,7.603000164031982,2017,2985.307987751439,651.7510036677122,2017-02-25
2017-02-26,0.0,0.0,2017,2985.307987751439,651.7510036677122,2017-02-26
2017-02-27,0.3089999854564667,6.841000080108643,2017,2992.148987831548,652.0600036531687,2017-02-27
2017-02-28,0.0,1.1339999437332153,2017,2993.282987775281,652.0600036531687,2017-02-28
2017-03-01,0.0,0.0,2017,2993.282987775281,652.0600036531687,2017-03-01
2017-03-02,0.0,0.0,2017,2993.282987775281,652.0600036531687,2017-03-02
2017-03-03,0.0,0.0,2017,2993.282987775281,652.0600036531687,2017-03-03
2017-03-04,0.0,7.921000003814697,2017,3001.2039877790958,652.0600036531687,2017-03-04
2017-03-05,3.7320001125335693,24.71500015258789,2017,3025.9189879316837,655.7920037657022,2017-03-05
2017-03-06,0.9850000143051147,18.229000091552734,2017,3044.1479880232364,656.7770037800074,2017-03-06
2017-03-07,0.4009999930858612,11.067999839782715,2017,3055.215987863019,657.1780037730932,2017-03-07
2017-03-08,0.0,9.109000205993652,2017,3064.3249880690128,657.1780037730932,2017-03-08
2017-03-09,0.0,0.4359999895095825,2017,3064.7609880585223,657.1780037730932,2017-03-09
2017-03-10,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-10
2017-03-11,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-11
2017-03-12,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-12
2017-03-13,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-13
2017-03-14,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-14
2017-03-15,0.0,0.0,2017,3064.7609880585223,657.1780037730932,2017-03-15
2017-03-16,0.0,8.857999801635742,2017,3073.618987860158,657.1780037730932,2017-03-16
2017-03-17,0.0,0.0,2017,3073.618987860158,657.1780037730932,2017-03-17
2017-03-18,0.0,3.3550000190734863,2017,3076.9739878792316,657.1780037730932,2017-03-18
2017-03-19,0.0,30.158000946044922,2017,3107.1319888252765,657.1780037730932,2017-03-19
2017-03-20,0.0,4.197000026702881,2017,3111.3289888519794,657.1780037730932,2017-03-20
2017-03-21,16.895999908447266,59.430999755859375,2017,3170.7599886078387,674.0740036815405,2017-03-21
2017-03-22,11.956999778747559,23.31999969482422,2017,3194.079988302663,686.031003460288,2017-03-22
2017-03-23,3.24399995803833,1.906000018119812,2017,3195.985988320783,689.2750034183264,2017-03-23
2017-03-24,2.309999942779541,46.347999572753906,2017,3242.3339878935367,691.5850033611059,2017-03-24
2017-03-25,14.357000350952148,14.699000358581543,2017,3257.0329882521182,705.9420037120581,2017-03-25
2017-03-26,0.0,1.6430000066757202,2017,3258.675988258794,705.9420037120581,2017-03-26
2017-03-27,3.0840001106262207,17.641000747680664,2017,3276.3169890064746,709.0260038226843,2017-03-27
2017-03-28,0.0,0.8790000081062317,2017,3277.195989014581,709.0260038226843,2017-03-28
2017-03-29,0.0,0.0,2017,3277.195989014581,709.0260038226843,2017-03-29
2017-03-30,0.0,3.0420000553131104,2017,3280.237989069894,709.0260038226843,2017-03-30
2017-03-31,0.0,0.0010000000474974513,2017,3280.2389890699415,709.0260038226843,2017-03-31
2017-04-01,0.0,0.0,2017,3280.2389890699415,709.0260038226843,2017-04-01
2017-04-02,0.0,0.0,2017,3280.2389890699415,709.0260038226843,2017-04-02
2017-04-03,0.0,0.0,2017,3280.2389890699415,709.0260038226843,2017-04-03
2017-04-04,0.0,0.0,2017,3280.2389890699415,709.0260038226843,2017-04-04
2017-04-05,0.0,0.0,2017,3280.2389890699415,709.0260038226843,2017-04-05
2017-04-06,0.9610000252723694,7.9670000076293945,2017,3288.205989077571,709.9870038479567,2017-04-06
2017-04-07,21.722999572753906,52.2130012512207,2017,3340.4189903287916,731.7100034207106,2017-04-07
2017-04-08,7.193999767303467,21.714000701904297,2017,3362.132991030696,738.904003188014,2017-04-08
2017-04-09,0.17100000381469727,7.502999782562256,2017,3369.635990813258,739.0750031918287,2017-04-09
2017-04-10,0.0,18.80699920654297,2017,3388.442990019801,739.0750031918287,2017-04-10
2017-04-11,1.215000033378601,7.76200008392334,2017,3396.2049901037244,740.2900032252073,2017-04-11
2017-04-12,1.6670000553131104,17.836999893188477,2017,3414.041989996913,741.9570032805204,2017-04-12
2017-04-13,3.5859999656677246,43.93600082397461,2017,3457.9779908208875,745.5430032461882,2017-04-13
2017-04-14,0.6830000281333923,4.546000003814697,2017,3462.523990824702,746.2260032743216,2017-04-14
2017-04-15,0.0,0.0,2017,3462.523990824702,746.2260032743216,2017-04-15
2017-04-16,0.0,0.0,2017,3462.523990824702,746.2260032743216,2017-04-16
2017-04-17,6.968999862670898,13.383000373840332,2017,3475.9069911985425,753.1950031369925,2017-04-17
2017-04-18,3.0299999713897705,38.875,2017,3514.7819911985425,756.2250031083822,2017-04-18
2017-04-19,0.0,0.0,2017,3514.7819911985425,756.2250031083822,2017-04-19
2017-04-20,1.0499999523162842,29.68400001525879,2017,3544.4659912138013,757.2750030606985,2017-04-20
2017-04-21,0.0,0.0,2017,3544.4659912138013,757.2750030606985,2017-04-21
2017-04-22,0.0,2.0490000247955322,2017,3546.514991238597,757.2750030606985,2017-04-22
2017-04-23,0.0,0.0,2017,3546.514991238597,757.2750030606985,2017-04-23
2017-04-24,0.5770000219345093,9.95199966430664,2017,3556.4669909029035,757.852003082633,2017-04-24
2017-04-25,0.0,2.878000020980835,2017,3559.3449909238843,757.852003082633,2017-04-25
2017-04-26,0.0,9.503000259399414,2017,3568.8479911832837,757.852003082633,2017-04-26
2017-04-27,0.0,2.5179998874664307,2017,3571.36599107075,757.852003082633,2017-04-27
2017-04-28,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-04-28
2017-04-29,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-04-29
2017-04-30,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-04-30
2017-05-01,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-05-01
2017-05-02,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-05-02
2017-05-03,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-05-03
2017-05-04,0.0,0.0,2017,3571.36599107075,757.852003082633,2017-05-04
2017-05-05,0.0,0.004000000189989805,2017,3571.36999107094,757.852003082633,2017-05-05
2017-05-06,0.0,0.0,2017,3571.36999107094,757.852003082633,2017-05-06
2017-05-07,0.0,0.0,2017,3571.36999107094,757.852003082633,2017-05-07
2017-05-08,0.0,0.0,2017,3571.36999107094,757.852003082633,2017-05-08
2017-05-09,0.0,0.0,2017,3571.36999107094,757.852003082633,2017-05-09
2017-05-10,0.0,0.0,2017,3571.36999107094,757.852003082633,2017-05-10
2017-05-11,0.0,0.5410000085830688,2017,3571.9109910795232,757.852003082633,2017-05-11
2017-05-12,0.0,7.1539998054504395,2017,3579.0649908849737,757.852003082633,2017-05-12
2017-05-13,0.0,3.007999897003174,2017,3582.072990781977,757.852003082633,2017-05-13
2017-05-14,0.0,1.781000018119812,2017,3583.8539908000967,757.852003082633,2017-05-14
2017-05-15,0.0,0.0,2017,3583.8539908000967,757.852003082633,2017-05-15
2017-05-16,0.0,0.0,2017,3583.8539908000967,757.852003082633,2017-05-16
2017-05-17,0.0,2.492000102996826,2017,3586.3459909030935,757.852003082633,2017-05-17
2017-05-18,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-18
2017-05-19,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-19
2017-05-20,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-20
2017-05-21,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-21
2017-05-22,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-22
2017-05-23,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-23
2017-05-24,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-24
2017-05-25,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-25
2017-05-26,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-26
2017-05-27,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-27
2017-05-28,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-28
2017-05-29,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-29
2017-05-30,0.0,0.0,2017,3586.3459909030935,757.852003082633,2017-05-30
2017-05-31,0.5120000243186951,0.0,2017,3586.3459909030935,758.3640031069517,2017-05-31
2017-06-01,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-01
2017-06-02,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-02
2017-06-03,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-03
2017-06-04,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-04
2017-06-05,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-05
2017-06-06,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-06
2017-06-07,0.0,0.0,2017,3586.3459909030935,758.3640031069517,2017-06-07
2017-06-08,1.8350000381469727,17.503000259399414,2017,3603.848991162493,760.1990031450987,2017-06-08
2017-06-09,0.6420000195503235,3.6080000400543213,2017,3607.456991202547,760.841003164649,2017-06-09
2017-06-10,0.0,0.0,2017,3607.456991202547,760.841003164649,2017-06-10
2017-06-11,0.0,1.7929999828338623,2017,3609.249991185381,760.841003164649,2017-06-11
2017-06-12,2.618000030517578,1.815000057220459,2017,3611.0649912426015,763.4590031951666,2017-06-12
2017-06-13,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-13
2017-06-14,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-14
2017-06-15,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-15
2017-06-16,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-16
2017-06-17,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-17
2017-06-18,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-18
2017-06-19,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-19
2017-06-20,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-20
2017-06-21,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-21
2017-06-22,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-22
2017-06-23,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-23
2017-06-24,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-24
2017-06-25,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-25
2017-06-26,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-26
2017-06-27,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-27
2017-06-28,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-28
2017-06-29,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-29
2017-06-30,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-06-30
2017-07-01,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-01
2017-07-02,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-02
2017-07-03,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-03
2017-07-04,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-04
2017-07-05,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-05
2017-07-06,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-06
2017-07-07,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-07
2017-07-08,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-08
2017-07-09,0.0,0.0,2017,3611.0649912426015,763.4590031951666,2017-07-09
